7600000,1,1,1967,1004
21717770,2,1,1995,1986
13159200,1,1,1992,909
9630290,3,2,1988,1855
7406250,1,1,1979,1226
12394750,2,1,2009,1220
8488790,1,1,1979,1167
16800250,3,2,1996,1847
8308970,1,1,1977,771
8083650,2,1,1991,1635
14938000,2,1,1978,1203
9449730,1,1,1972,1054
8774370,1,1,1991,1196
9386490,1,1,1981,1056
15499680,3,2,1956,1865
8656000,2,2,1991,1639
10912550,1,1,1975,796
8287550,1,1,1978,1136
21203240,2,1,1970,1902
10905530,1,1,2009,1069
9185970,1,1,1986,931
10925400,3,2,1999,2010
9627380,1,1,1994,1074
13922760,2,1,2008,1972
12601080,1,1,1980,1685
13383350,1,1,1981,1130
7939625,1,1,2003,1301
8848285,1,1,1972,730
11338200,2,1,1978,1806
12872430,2,1,2000,1981
9042050,1,1,2001,868
14874380,1,1,1992,1721
10222380,2,1,1987,1755
12928590,1,1,2003,1709
17564820,3,2,1989,2114
4971250,1,1,1983,1226
9170660,2,1,1998,1648
10383420,1,1,1985,856
11601400,1,1,1969,904
8249260,1,1,1976,1198
6944500,1,1,1993,931
7745000,1,1,1961,1290
5728000,1,1,1964,507
18725520,4,2,1993,2492
3572250,1,1,1982,851
20215970,1,1,1998,1710
8379000,2,2,1982,1412
5290635,1,1,1997,779
12548930,1,1,1980,1655
5857750,1,1,1961,940
10729700,2,1,2007,1667
17006780,3,2,1999,1926
5570050,1,1,1977,718
3854375,1,1,1982,545
8594875,1,1,1973,1249
13549250,2,1,1968,1894
9480750,2,2,2006,1469
5847520,1,1,1980,916
9710900,1,1,1986,934
9398750,2,2,1980,1691
8806250,1,1,1972,1236
12087330,1,1,1971,1577
14175620,2,1,1970,1915
11920820,1,1,1991,1600
13364730,2,1,1987,1579
6922975,2,2,1983,1260
11673175,1,1,2004,1021
13069740,3,2,1988,2174
10283575,1,1,2005,668
8956480,2,1,1952,1724
7187350,1,1,1981,890
12574850,2,2,1977,1218
13906270,1,1,1990,1792
9917500,2,2,2003,1378
8629750,1,1,1980,898
11667050,2,1,2001,1928
9817150,2,1,1975,1233
9263050,2,1,1967,1618
6587500,1,1,1983,627
9799360,2,1,1977,1563
12801500,2,2,2003,1693
17454510,1,1,1966,1522
9832420,1,1,1980,1090
12476770,1,1,1996,1687
10381355,1,1,1971,692
17600240,1,1,1971,1518
10934875,1,1,1983,1025
12372160,3,2,2002,2170
11248750,1,1,1994,969
14241140,2,1,1981,1546
10160600,2,1,1989,1709
13539080,1,1,1995,1659
10727750,1,1,1982,755
9867055,1,1,1990,1182
9478710,1,1,1998,735
9050200,1,1,1981,1089
7904210,2,1,1952,1534
13063450,1,1,2002,1622
13584980,3,2,1987,2198
13116050,2,1,1975,1293
10012600,2,1,1980,1641
12105920,3,2,1964,1950
4918375,1,1,1983,1245
7703200,1,1,1976,905
8569080,2,1,1998,1496
12146620,3,2,1969,1892
11671620,2,1,1999,1517
14915900,2,1,1974,1755
13547790,1,1,2006,1622
8213040,1,1,2009,1092
7304000,1,1,2006,821
10390900,2,1,1997,1694
19206870,2,1,1984,1809
9965375,2,2,1997,1401
7207000,2,2,1986,1470
9070550,1,1,1976,798
5670200,1,1,2000,764
9253200,1,1,1985,1135
4294000,1,1,1971,939
14316000,2,2,1981,1586
23307000,2,1,1972,1973
9735150,1,1,1990,1023
11336400,1,1,2006,884
17701600,1,1,2005,1640
6572900,1,1,1987,622
13423020,2,1,1993,1880
13122040,4,2,2001,2413
18939100,1,1,1984,1649
12803570,2,1,1967,1729
8050270,1,1,2002,711
7194600,1,1,1981,885
11412700,2,1,1994,1688
12035355,2,2,1970,1236
6877000,1,1,1991,926
10346400,2,1,1985,1686
10809500,2,2,1959,1344
10200600,2,1,1989,1437
6190150,1,1,1978,1081
6507250,2,2,1983,1352
11350400,3,2,1979,1986
19285540,1,1,1966,1758
5856625,1,1,1964,607
12472000,3,2,1987,2139
8441900,2,1,1983,1488
7579320,2,1,1980,1645
9759000,1,1,1983,950
12423800,1,1,2010,928
15495760,2,1,1955,1693
11022270,3,2,1986,1873
7605550,1,1,2000,721
7967750,1,1,1982,1190
8946800,2,1,1994,1593
9244820,1,1,1998,786
9821600,1,1,1992,1195
15852740,3,2,2001,1906
8757635,1,1,2001,656
8415990,1,1,1991,727
9935595,1,1,1977,931
16617860,3,2,1969,1898
12412050,1,1,1967,1698
22630540,2,1,1990,1926
9901500,2,2,1972,1481
10449910,1,1,1974,1506
7948600,1,1,1990,1020
9098680,1,1,1987,889
8342850,1,1,1977,1015
18662350,1,1,1976,1682
8172630,1,1,1995,869
5856500,2,2,1988,1445
14704160,2,1,2001,1919
13360440,2,2,1975,1243
4928250,1,1,1993,857
7315125,1,1,1962,1055
10998320,3,2,2003,1778
3936375,1,1,1970,851
9201770,1,1,2004,1021
17891240,3,2,1988,2203
5144500,1,1,1980,613
8007250,2,2,1982,1489
8479250,1,1,2000,795
10129160,3,2,1979,1909
9482200,2,1,1999,1252
9846750,1,1,1978,1077
8675820,2,1,1981,1524
10262450,1,1,1997,1049
8671050,2,1,1953,1780
11165550,1,1,1991,946
9464800,1,1,1976,906
18849880,4,2,1986,2344
9480425,1,1,1994,929
12264750,2,1,1994,1843
21875050,2,1,1974,1918
13538580,2,1,1989,1507
8876320,2,1,2005,1499
13645040,2,1,1990,1526
20996200,2,1,1999,1855
9071125,2,2,1981,1627
10815830,3,2,1970,1846
12802500,3,2,1994,2019
13346700,2,1,1983,1780
4356500,1,1,1973,662
12257100,1,1,1984,1005
4100500,1,1,1990,839
11527430,1,1,1974,1698
6452785,1,1,1989,878
8434750,1,1,1971,835
7427820,1,1,1978,911
9105350,2,1,1956,1796
4721500,1,1,1981,1004
12575010,1,1,1982,1694
7952750,1,1,1980,1244
5705500,1,1,1986,588
12898740,4,2,2004,2342
10722580,3,2,1978,1835
14102960,2,1,1964,1977
17612900,3,2,1996,1961
7146890,2,1,1992,1517
13476480,4,2,1984,2409
15100560,3,2,1982,1864
15599020,2,1,1977,1643
11224620,1,1,2004,1015
12477040,1,1,1977,1700
4396250,1,1,1979,624
11900750,1,1,1991,980
10090000,1,1,1990,1003
6607690,1,1,2003,1072
4752250,1,1,1975,808
7441350,1,1,1990,1027
6441250,1,1,1999,696
10359860,2,1,2002,1716
14328720,3,2,2005,1878
11444100,2,1,1995,1699
9680280,2,1,1988,1626
14739360,2,1,1990,1730
8939620,1,1,1985,996
15710400,2,1,1998,1277
10226600,1,1,1981,906
12300050,2,1,1972,1976
6966500,2,2,1981,1402
9463900,1,1,1978,1160
15199450,3,2,1981,1957
20499450,2,1,1992,1887
9925210,3,2,1960,1859
11223550,1,1,2001,747
7379505,1,1,2002,985
12091400,1,1,1996,1024
10530200,2,1,1984,1600
9604120,2,1,1977,1276
9062800,1,1,1974,1159
4748500,1,1,1962,1024
9107430,1,1,1994,839
9153300,2,1,1973,1286
12650920,4,2,1995,2467
7635250,1,1,1995,653
7854000,1,1,1993,606
13197230,2,1,1978,1837
13669670,3,2,1965,1880
18249860,3,2,1988,2189
14707330,3,2,1958,1853
9144840,1,1,1997,1057
10969920,1,1,1979,723
12248640,2,1,1966,1812
14225180,1,1,1991,1788
8019280,2,1,1985,1615
11410310,1,1,1971,1755
9950600,2,2,1988,1296
9980320,2,1,2004,1554
14292780,1,1,2005,1737
5752875,1,1,1997,785
11883250,2,2,1976,1678
19816180,4,2,2002,2360
9394640,2,1,1982,1464
8762820,2,1,1980,1755
9348100,2,1,1989,1556
9134740,1,1,1975,1170
7643255,1,1,1969,901
8886250,1,1,1990,1160
6407000,2,2,2002,1570
11536000,2,2,1979,1476
5333000,1,1,1993,586
7849250,1,1,1977,1059
13797720,1,1,2005,1712
7492300,1,1,1968,847
5342250,1,1,1988,1192
16212650,3,2,1981,1942
4710125,1,1,1992,557
14898480,2,1,1990,1728
17060380,2,1,1979,1798
6931750,2,2,1976,1497
8196400,1,1,1977,1173
17704670,1,1,1977,1640
10784680,2,1,1992,1747
9594250,2,2,1967,1342
13596890,2,1,1980,2000
11156320,3,2,1995,1987
7725875,2,2,1992,1567
9819500,1,1,1977,1188
3869180,1,1,1978,737
5852625,1,1,1997,785
9574550,1,1,1997,647
6102625,1,1,1993,1171
20246360,4,2,1991,2435
16930470,3,2,1990,1805
5510250,1,1,1992,1145
6530500,1,1,1983,971
10147125,2,2,1970,1657
9705900,2,1,2002,1638
16107475,2,2,2005,1284
7451690,2,2,2005,1273
10163000,1,1,1993,1185
19376950,1,1,2004,1538
10173980,3,2,1978,1929
10910100,2,1,1996,1656
15013625,2,2,1995,1287
11713410,1,1,1979,1749
15862990,2,1,1977,1962
8677280,2,1,1995,1425
8282500,1,1,1984,884
7926740,1,1,2004,1052
12093570,1,1,1983,1756
7390000,1,1,1973,523
11053290,2,1,1988,1524
14464930,2,1,1970,1949
10637010,2,1,1988,1263
11045960,3,2,1991,1917
7410200,2,1,1989,1401
8645860,1,1,1998,723
17787740,1,1,1971,1660
8514750,1,1,2007,895
13841050,2,1,1964,1889
9160580,1,1,1985,1199
7794500,1,1,1998,782
12946530,1,1,1987,1571
15883280,3,2,1987,1848
10089670,1,1,1990,1131
5335750,1,1,1991,1062
12126880,3,2,1986,1983
8165450,2,1,1987,1572
11484740,1,1,1975,1535
22024740,2,1,1975,1818
12071880,3,2,1994,2189
12925550,2,1,1997,1203
15387480,2,1,1985,1610
6637005,1,1,2003,863
7446875,1,1,1991,985
11658500,2,2,1974,1623
6663435,1,1,1981,1019
9894250,2,2,2001,1575
7968490,1,1,1998,802
12403760,2,1,1973,1846
8149280,1,1,1996,759
16012600,3,2,1981,2060
11121040,2,1,1993,1503
9462230,3,2,1961,1853
20477590,1,1,1975,1739
8755500,1,1,1960,766
8471590,1,1,1981,857
13024030,2,1,1974,1887
8215250,2,2,2004,1502
6361850,2,1,1979,1568
10929300,1,1,1985,918
14634500,2,2,1969,1289
12228420,3,2,1990,1941
10494410,2,1,1983,1730
12350640,2,1,1977,1513
9071080,2,1,1982,1762
12450910,2,1,1979,1970
12225650,2,1,1965,1702
6804640,2,1,1983,1726
15495150,2,1,2004,1243
12456680,2,1,1990,1550
16312280,3,2,1996,1830
9753250,2,2,1978,1435
10629750,2,1,2005,1729
20715860,1,1,1989,1572
14297200,1,1,1995,1145
8317410,1,1,1984,1043
8261500,1,1,1965,1332
6206250,1,1,1996,608
8400465,1,1,1980,676
11104320,2,1,1974,1685
6083885,1,1,1968,658
8836160,1,1,1975,1008
13620040,2,1,1979,1924
16756460,3,2,1996,2112
11889950,1,1,1972,917
14054970,1,1,1990,1694
18316110,1,1,1964,1625
14761860,2,1,2008,1882
22123260,2,1,1990,1924
10882400,1,1,1984,894
6863000,1,1,1971,904
9792910,2,2,1976,1279
10090590,2,1,1965,1547
5072750,1,1,1985,626
12156320,1,1,1970,1673
10741020,2,1,1999,1296
16805520,3,2,2002,2194
13586120,2,1,1995,1678
8021300,1,1,1994,702
7960405,1,1,1981,1067
11847350,1,1,1985,980
11985600,3,2,1989,1989
13788450,2,1,1979,1257
10080280,1,1,1993,1069
6564750,1,1,1998,606
8861500,2,2,1975,1449
7880000,1,1,1997,1154
12682895,1,1,1978,927
10169625,2,2,1979,1613
11959100,3,2,1953,1851
10391900,2,1,1962,1511
9338880,2,1,1983,1765
11329750,1,1,1994,1238
8469050,1,1,1991,934
7705800,1,1,1977,754
14057180,1,1,2002,1736
8621500,1,1,1974,980
9338500,1,1,1965,1299
5668875,1,1,1974,849
12730270,1,1,1982,1634
11071500,1,1,2004,1320
7261650,1,1,2004,769
6982000,1,1,1979,1150
7546960,1,1,1971,908
13650500,2,2,2003,1668
10652120,3,2,2002,1990
13378610,2,1,1978,1857
17265880,3,2,1995,2061
10044620,2,1,1997,1668
9153720,2,1,1984,1444
9089520,1,1,1985,1121
9075660,2,1,1985,1514
9957800,2,1,2004,1256
5805250,1,1,1990,672
13087155,1,1,1971,908
9314000,2,2,1992,1631
10533755,1,1,1972,1001
11462310,2,1,1958,1618
12948200,4,2,1991,2340
6149625,1,1,1962,1159
11031600,2,1,1986,1775
12713050,1,1,1991,1008
15664740,2,1,1998,1563
11265520,2,1,2005,1723
12900790,2,1,1959,1543
10271420,2,1,1978,1231
14154840,2,1,1981,1995
12160420,3,2,1982,2113
