612500.0,4.0,2.5,2730,12261,2.0,2730,0,1991
470000.0,5.0,2.5,2210,9655,1.0,1460,750,1976
415000.0,4.0,3.0,1830,9548,2.0,1830,0,1991
551000.0,2.0,2.0,2260,9604,1.0,2260,0,1990
385500.0,3.0,2.0,1540,7947,1.0,1120,420,1961
555000.0,3.0,2.5,3160,4270,2.0,2650,510,2006
458000.0,5.0,2.5,3090,23265,1.0,2990,100,1957
420000.0,3.0,1.75,1660,9600,1.0,1380,280,1981
425000.0,3.0,2.25,1870,9000,1.0,1440,430,1978
540000.0,5.0,3.0,2870,4369,2.0,2090,780,2007
366000.0,3.0,1.75,1520,8625,1.0,1520,0,1976
400000.0,4.0,2.5,2530,7563,1.0,1440,1090,1978
608000.0,4.0,2.75,2490,9714,1.0,1400,1090,1983
571000.0,3.0,2.5,2600,7465,2.0,2600,0,1988
531000.0,3.0,2.5,2120,9736,2.0,2120,0,1988
371025.0,3.0,2.0,1530,8925,1.0,1530,0,1977
375000.0,4.0,2.0,2400,6000,2.0,2400,0,1913
749995.0,4.0,3.25,3430,9870,2.0,3430,0,2014
477000.0,3.0,1.75,1780,8085,1.0,1210,570,1976
458000.0,3.0,2.5,1870,5013,2.0,1870,0,2003
436500.0,5.0,3.0,3110,12429,1.0,1790,1320,1977
347000.0,3.0,1.0,1270,8400,1.0,1270,0,1955
459950.0,4.0,2.5,2000,6107,2.0,2000,0,2003
435000.0,4.0,2.75,2110,8751,1.0,1510,600,1962
600000.0,2.0,2.5,2510,14878,2.0,2510,0,1990
435000.0,3.0,2.5,1900,7984,2.0,1900,0,1993
720000.0,4.0,3.0,3550,12327,1.5,2180,1370,1990
515000.0,5.0,3.25,2740,9629,1.0,1390,1350,1977
439000.0,4.0,2.25,2570,9503,2.0,2570,0,1980
525000.0,4.0,2.75,2910,6308,1.0,1640,1270,1985
443000.0,3.0,2.25,1920,8223,2.0,1920,0,1989
425000.0,3.0,2.5,1870,5449,2.0,1870,0,2003
368112.5,4.0,2.5,2590,8483,2.0,2590,0,1991
