403000.0,3.0,2.0,1960,13100,1.0,1650,310,1957
647500.0,4.0,1.75,2060,26036,1.0,1160,900,1947
192000.0,2.0,1.0,700,10540,1.0,700,0,1953
375000.0,3.0,1.0,1190,9486,1.0,1190,0,1953
530000.0,4.0,2.75,2450,15002,1.0,2450,0,1974
675000.0,4.0,3.0,2690,28300,1.0,2690,0,1954
390000.0,3.0,1.0,1240,11108,1.0,1240,0,1952
387500.0,3.0,1.0,1560,14333,1.0,1560,0,1953
495000.0,3.0,2.0,1769,9300,1.0,1769,0,1955
250275.0,2.0,1.0,790,11234,1.0,790,0,1942
403500.0,5.0,2.5,3600,17300,1.0,2410,1190,1968
519000.0,3.0,2.75,2020,10744,1.0,1270,750,1954
440000.0,3.0,1.75,2000,9900,1.0,1480,520,1957
1309500.0,4.0,2.5,2680,12215,1.0,1590,1090,1956
519000.0,5.0,2.25,2570,13054,1.0,1470,1100,1950
1131000.0,3.0,2.25,2790,13791,1.0,2790,0,2006
455000.0,4.0,3.5,3440,6000,2.0,3440,0,2002
