335000.0,3.0,2.25,1580,16215,1.0,1580,0,1978
275000.0,3.0,1.5,1390,48257,1.0,1390,0,1922
486000.0,4.0,2.5,2150,39449,1.0,1420,730,1978
720000.0,3.0,2.5,3150,151588,2.0,3150,0,2007
740000.0,4.0,2.25,2920,46355,2.0,2920,0,1998
315000.0,3.0,1.5,1750,12500,1.0,1150,600,1954
435000.0,5.0,2.25,1970,15247,1.0,1450,520,1986
1600000.0,6.0,5.0,6050,230652,2.0,6050,0,2001
563500.0,4.0,1.75,2085,174240,1.0,1610,475,1964
1550000.0,5.0,4.25,6070,171626,2.0,6070,0,1999
600000.0,2.0,2.5,2410,102366,1.0,1940,470,1912
