785000.0,5.0,3.25,3660,11995,2.0,3660,0,2006
555000.0,4.0,2.5,3310,6500,2.0,3310,0,2012
310000.0,3.0,1.0,1010,9945,1.0,1010,0,1973
499000.0,4.0,2.5,2910,6479,2.0,2910,0,2006
330000.0,2.0,2.0,1550,435600,1.5,1550,0,1972
505000.0,3.0,2.5,2100,5824,2.0,2100,0,1999
435000.0,4.0,2.25,2140,6355,2.0,2140,0,2002
660000.0,4.0,3.5,3400,5196,2.0,3400,0,2012
619000.0,3.0,2.5,2720,6439,2.0,2720,0,2005
522500.0,3.0,2.5,2370,7875,2.0,2370,0,2003
480000.0,4.0,2.5,2430,5000,2.0,2430,0,2009
675000.0,5.0,2.5,3200,6455,2.0,3200,0,2009
352500.0,3.0,2.25,1410,14110,1.0,1170,240,1987
575000.0,4.0,2.5,2500,4945,2.0,2500,0,2013
384000.0,3.0,2.5,1700,4000,2.0,1700,0,2003
625000.0,4.0,2.5,3550,8048,2.0,3550,0,2007
409316.0,3.0,2.5,1800,3168,2.0,1800,0,2014
589000.0,4.0,2.5,2910,5776,2.0,2910,0,1998
622500.0,4.0,2.5,2980,8107,2.0,2980,0,2000
527550.0,1.0,0.75,820,59677,1.0,820,0,1999
440500.0,3.0,2.5,2460,4399,2.0,2460,0,2007
455600.0,3.0,2.5,2420,8252,2.0,2420,0,1998
1149000.0,4.0,3.0,5940,11533,2.0,4950,990,2004
515000.0,4.0,2.5,2680,7178,2.0,2680,0,2004
700000.0,4.0,3.5,4490,5099,2.0,3390,1100,2006
658000.0,4.0,2.75,3310,6166,2.0,3310,0,2008
650880.0,3.0,2.5,2930,6050,2.0,2930,0,2008
545000.0,4.0,2.5,2720,4738,2.0,2720,0,2012
725995.0,4.0,2.5,3190,7869,2.0,3190,0,2001
432500.0,3.0,2.5,2240,6396,2.0,2240,0,2002
432000.0,3.0,2.5,1970,4036,2.0,1970,0,2003
575000.0,4.0,2.75,3120,7644,2.0,3120,0,2010
418500.0,3.0,2.5,2060,4399,2.0,2060,0,2007
648000.0,4.0,2.5,3290,6203,2.0,3290,0,2008
610000.0,4.0,3.5,2910,5260,2.0,2910,0,2012
765000.0,4.0,3.0,4410,5104,2.0,3400,1010,2006
1075000.0,5.0,4.75,5180,17811,2.0,4070,1110,2001
589500.0,4.0,2.5,2630,6326,2.0,2630,0,2008
567500.0,3.0,2.5,2300,7398,2.0,2300,0,2001
280000.0,2.0,1.75,1610,158558,1.5,1610,0,1948
410000.0,3.0,2.5,1960,4400,2.0,1960,0,2006
695000.0,4.0,3.5,3510,9364,2.0,3510,0,2001
325000.0,3.0,1.75,1790,27427,1.0,1130,660,1978
516000.0,4.0,3.5,2550,8698,2.0,2550,0,2007
386000.0,2.0,2.5,1620,3196,2.0,1620,0,2008
479500.0,3.0,2.75,2300,4637,2.0,2300,0,2008
449950.0,4.0,2.5,2470,3811,2.0,2470,0,1999
440000.0,4.0,2.5,2410,4780,2.0,2410,0,2000
536751.0,3.0,1.75,1930,6360,1.0,1930,0,2013
725000.0,3.0,3.5,3690,8837,2.0,3690,0,2001
633634.0,4.0,3.5,2960,6000,2.0,2960,0,2014
762000.0,4.0,3.5,4000,15253,2.0,4000,0,2007
574000.0,3.0,2.5,2380,6832,2.0,2380,0,2002
482000.0,3.0,2.5,2420,7307,2.0,2420,0,1998
454000.0,3.0,1.0,1970,22144,1.0,1970,0,1970
620000.0,6.0,3.5,3600,6875,2.0,2740,860,2004
358000.0,3.0,1.5,2450,12497,1.0,2450,0,1967
600000.0,3.0,2.5,3240,8016,2.0,2910,330,2004
490000.0,3.0,2.5,2230,5348,2.0,2230,0,2000
235000.0,2.0,1.0,900,28800,1.0,900,0,1928
925000.0,5.0,5.5,5190,12637,2.0,5190,0,2001
480000.0,5.0,2.5,2160,7737,2.0,2160,0,1998
605000.0,3.0,2.5,2610,6405,2.0,2610,0,2001
670000.0,5.0,2.5,2860,68519,2.0,2860,0,1958
339000.0,3.0,2.5,1450,3748,2.0,1450,0,2004
356000.0,3.0,2.5,1590,3411,2.0,1590,0,2000
692500.0,4.0,2.75,3710,7984,2.0,3710,0,1999
720000.0,4.0,2.5,3340,8930,2.0,3340,0,1999
425000.0,3.0,2.5,1950,5689,2.0,1950,0,2009
