367500.0,4.0,3.0,3110,7231,2.0,3110,0,1997
400000.0,4.0,2.5,3630,42884,1.5,2300,1330,1979
491500.0,4.0,1.75,2190,125452,1.0,2190,0,1968
331950.0,4.0,2.5,2530,9933,2.0,2010,520,1990
328000.0,4.0,2.5,2370,6500,2.0,2370,0,1998
245000.0,3.0,1.75,1920,9306,1.0,1000,920,1984
360000.0,4.0,2.0,2680,18768,1.0,2680,0,1965
197000.0,3.0,1.75,1690,7735,1.0,1060,630,1976
280000.0,3.0,2.5,1600,4271,2.0,1600,0,2000
495000.0,4.0,2.75,2656,21195,2.0,2656,0,2014
335000.0,3.0,1.5,2240,87625,1.5,1480,760,1980
224500.0,4.0,1.0,1430,8355,1.5,1430,0,1983
280000.0,4.0,2.0,2190,14439,1.0,1180,1010,1977
290000.0,4.0,2.5,2000,13300,1.0,1200,800,1968
560000.0,3.0,2.0,2560,216777,1.0,2560,0,1986
185000.0,3.0,1.5,1370,8470,1.0,1370,0,1961
239950.0,3.0,1.0,1900,33888,1.5,1900,0,1942
287600.0,3.0,2.5,1950,8251,2.0,1950,0,1990
225000.0,3.0,1.0,1660,7210,1.0,1100,560,1963
257200.0,3.0,2.0,1850,8250,1.0,1150,700,1952
265000.0,3.0,2.0,1570,5706,1.0,1570,0,1998
316000.0,4.0,2.5,2010,7226,2.0,2010,0,1995
139000.0,3.0,1.0,1100,17334,1.0,1100,0,1978
234000.0,4.0,2.0,1630,9010,1.0,1050,580,1975
223000.0,3.0,1.75,1340,7473,1.0,1340,0,1973
420000.0,4.0,2.5,3040,24123,2.0,3040,0,1999
370000.0,4.0,2.5,2710,5880,2.0,2710,0,1998
204700.0,4.0,2.0,1670,9987,1.0,1670,0,1967
359950.0,3.0,1.0,1290,189486,1.0,1290,0,1960
390000.0,4.0,2.5,2490,8290,2.0,2490,0,1999
415000.0,2.0,1.0,1050,60113,1.0,1050,0,1943
315000.0,3.0,2.25,1400,31626,1.0,1140,260,1987
300000.0,6.0,5.25,2860,5682,2.0,2860,0,1978
206000.0,4.0,2.0,1700,6025,1.0,1700,0,1978
329995.0,4.0,2.5,2303,3680,2.0,2303,0,2013
