234000.0,3.0,1.75,1490,8366,1.0,1010,480,1975
248500.0,4.0,1.75,1720,10018,1.0,1720,0,1960
226500.0,3.0,1.75,1640,10762,1.0,1130,510,1988
254000.0,3.0,2.5,1850,4597,2.0,1850,0,2003
450000.0,3.0,2.25,2450,42180,1.0,2450,0,1978
253000.0,4.0,2.5,2230,4541,2.0,2230,0,2006
174950.0,3.0,1.0,1060,5200,1.0,1060,0,1970
205000.0,5.0,1.75,1730,5200,1.0,1050,680,1978
289000.0,3.0,2.5,2090,4700,2.0,2090,0,2002
195000.0,3.0,1.75,1380,7350,1.0,990,390,1981
180000.0,3.0,1.0,870,5330,1.0,870,0,1969
274950.0,3.0,1.75,1670,7415,1.0,1320,350,1987
168500.0,3.0,1.0,1100,10125,1.0,1100,0,1969
395000.0,4.0,2.5,2910,5000,2.0,2910,0,2002
290000.0,3.0,2.5,2080,4828,2.0,2080,0,2002
261000.0,3.0,1.5,1810,29308,1.0,950,860,1983
225000.0,3.0,1.75,1760,26055,1.0,920,840,1979
490000.0,4.0,2.5,3020,8302,2.0,3020,0,1994
214950.0,3.0,1.75,1570,4875,1.0,1310,260,1977
250000.0,3.0,2.25,1400,3814,2.0,1400,0,2012
247200.0,3.0,1.75,1370,8719,1.0,1370,0,1982
264950.0,4.0,1.75,1770,9011,1.0,1050,720,1983
291000.0,3.0,1.5,1860,60960,1.0,1140,720,1967
249500.0,2.0,1.75,1500,8645,1.0,1500,0,1963
200000.0,3.0,1.5,1090,9600,1.0,1090,0,1968
322200.0,4.0,2.25,2010,19000,2.0,2010,0,1975
300000.0,4.0,2.5,2620,4469,2.0,2620,0,2008
239950.0,3.0,1.75,1230,9600,1.0,1230,0,1984
249900.0,3.0,2.0,1310,6738,1.0,1310,0,1990
270000.0,3.0,2.5,1670,8364,1.0,1300,370,1990
399000.0,4.0,3.0,3060,5000,2.0,3060,0,2001
310000.0,4.0,2.5,2430,5499,2.0,2430,0,2002
230000.0,3.0,1.75,1010,9600,1.0,1010,0,1969
337000.0,4.0,2.5,2230,5970,2.0,2230,0,2002
219950.0,3.0,1.5,1620,9310,1.0,1620,0,1967
205000.0,3.0,1.75,1170,8239,1.0,1170,0,1981
237950.0,2.0,1.75,1460,7926,1.0,1460,0,1987
2199900.0,4.0,1.5,1120,5427,1.0,1120,0,1969
83300.0,3.0,2.0,1490,7770,1.0,1490,0,1990
83300.0,3.0,2.0,1370,78408,1.0,1370,0,1964
297857.142857,4.0,2.5,3490,5000,2.0,3490,0,2003
220600.0,3.0,2.5,1490,8102,2.0,1490,0,1990
